gen,best_feasible_obj,best_overall_obj,feasible_ratio,mean_infeasible_violation,lambda,alpha,elapsed_sec,gen_time_sec
0,nan,-1656.47,0,5523.32,100,5,2.6333e-05,2.6333e-05
1,nan,-1656.47,0,1795.89,100,5,5.1875e-05,2.5542e-05
2,nan,-5177.73,0,731.299,100,5,7.3125e-05,2.125e-05
3,nan,-5639.99,0,284.293,100,5,9.2375e-05,1.925e-05
4,nan,-5744.97,0,114.788,100,5,0.000108916,1.6541e-05
5,-2033.68,-7371.8,0.0166667,57.178,100,5,0.0001255,1.6584e-05
6,-3693.62,-7860.78,0.05,22.5742,100,5,0.000142791,1.7291e-05
7,-6857.53,-7863.04,0.1,5.54721,100,5,0.000159958,1.7167e-05
8,-6857.53,-7325.63,0.233333,2.75404,100,5,0.000177958,1.8e-05
9,-6857.53,-7170.05,0.316667,1.24543,100,5,0.000197541,1.9583e-05
10,-6857.53,-7064.66,0.433333,0.622659,100,5,0.000216541,1.9e-05
11,-6857.53,-6857.53,0.566667,0.322046,100,5,0.000235291,1.875e-05
12,-6857.53,-6857.53,0.85,0.119069,100,5,0.000255916,2.0625e-05
13,-6857.53,-6857.53,1,0,100,5,0.000276208,2.0292e-05
14,-6857.53,-6857.53,1,0,100,5,0.000296,1.9792e-05
15,-6857.53,-6857.53,1,0,100,5,0.000316083,2.0083e-05
16,-6857.53,-6857.53,1,0,100,5,0.000336541,2.0458e-05
17,-6857.53,-6857.53,1,0,100,5,0.000355,1.8459e-05
18,-6857.53,-6857.53,1,0,100,5,0.000373583,1.8583e-05
19,-6857.53,-6857.53,1,0,100,5,0.000392125,1.8542e-05
20,-6857.53,-6857.53,1,0,100,5,0.000410708,1.8583e-05
21,-6857.53,-6857.53,1,0,100,5,0.000429666,1.8958e-05
22,-6857.53,-6857.53,1,0,100,5,0.000447833,1.8167e-05
23,-6857.53,-6857.53,1,0,100,5,0.000465875,1.8042e-05
24,-6857.53,-6857.53,1,0,100,5,0.000484083,1.8208e-05
25,-6857.53,-6857.53,1,0,100,5,0.000502,1.7917e-05
26,-6857.53,-6857.53,1,0,100,5,0.00052,1.8e-05
27,-6857.53,-6857.53,1,0,100,5,0.000537166,1.7166e-05
28,-6857.64,-6857.64,1,0,100,5,0.000555291,1.8125e-05
29,-6857.64,-6857.64,1,0,100,5,0.000572833,1.7542e-05
30,-6857.65,-6857.65,1,0,100,5,0.000590208,1.7375e-05
31,-6857.65,-6857.65,1,0,100,5,0.000607083,1.6875e-05
32,-6857.65,-6857.65,1,0,100,5,0.000623666,1.6583e-05
33,-6857.66,-6857.66,1,0,100,5,0.000640541,1.6875e-05
34,-6857.66,-6857.66,1,0,100,5,0.000657666,1.7125e-05
35,-6857.66,-6857.66,1,0,100,5,0.000675458,1.7792e-05
36,-6857.66,-6857.66,1,0,100,5,0.000693458,1.8e-05
37,-6857.66,-6857.66,1,0,100,5,0.000711416,1.7958e-05
38,-6857.66,-6857.66,1,0,100,5,0.000730583,1.9167e-05
39,-6857.66,-6857.66,1,0,100,5,0.000748916,1.8333e-05
40,-6857.66,-6857.66,1,0,100,5,0.00076825,1.9334e-05
41,-6857.66,-6857.66,1,0,100,5,0.000787375,1.9125e-05
42,-6857.66,-6857.66,1,0,100,5,0.000805875,1.85e-05
43,-6857.66,-6857.66,1,0,100,5,0.000824708,1.8833e-05
44,-6857.66,-6857.66,1,0,100,5,0.000843291,1.8583e-05
45,-6857.66,-6857.66,1,0,100,5,0.000861791,1.85e-05
46,-6857.66,-6857.66,1,0,100,5,0.000880458,1.8667e-05
47,-6857.66,-6857.66,1,0,100,5,0.000899458,1.9e-05
48,-6857.66,-6857.66,1,0,100,5,0.000918958,1.95e-05
49,-6857.66,-6857.66,1,0,100,5,0.000937583,1.8625e-05
50,-6857.66,-6857.66,1,0,100,5,0.0009565,1.8917e-05
51,-6857.75,-6857.75,1,0,100,5,0.000975833,1.9333e-05
52,-6857.75,-6857.75,1,0,100,5,0.000994958,1.9125e-05
53,-6857.75,-6857.75,1,0,100,5,0.00101408,1.9125e-05
54,-6857.75,-6857.75,1,0,100,5,0.00103367,1.9583e-05
55,-6857.75,-6857.75,1,0,100,5,0.00105358,1.9917e-05
56,-6857.75,-6857.75,1,0,100,5,0.00107292,1.9333e-05
57,-6857.75,-6857.75,1,0,100,5,0.00109229,1.9375e-05
58,-6857.75,-6857.75,1,0,100,5,0.00111325,2.0959e-05
59,-6857.75,-6857.75,1,0,100,5,0.0011335,2.025e-05
60,-6857.75,-6857.75,1,0,100,5,0.00115383,2.0333e-05
61,-6857.75,-6857.75,1,0,100,5,0.00117408,2.025e-05
62,-6857.75,-6857.75,1,0,100,5,0.00119496,2.0875e-05
63,-6857.75,-6857.75,1,0,100,5,0.0012145,1.9542e-05
64,-6857.75,-6857.75,1,0,100,5,0.00123429,1.9791e-05
65,-6857.75,-6857.75,1,0,100,5,0.00125475,2.0459e-05
66,-6857.75,-6857.75,1,0,100,5,0.00127479,2.0041e-05
67,-6857.75,-6857.75,1,0,100,5,0.00129517,2.0375e-05
68,-6857.75,-6857.75,1,0,100,5,0.00131467,1.95e-05
69,-6857.75,-6857.75,1,0,100,5,0.00133483,2.0167e-05
70,-6857.75,-6857.75,1,0,100,5,0.00135375,1.8917e-05
71,-6857.75,-6857.75,1,0,100,5,0.00137229,1.8541e-05
72,-6858.42,-6858.42,1,0,100,5,0.0013915,1.9209e-05
73,-6858.42,-6858.42,1,0,100,5,0.00141138,1.9875e-05
74,-6858.47,-6858.47,1,0,100,5,0.0014435,3.2125e-05
75,-6858.47,-6858.47,1,0,100,5,0.00146233,1.8833e-05
76,-6858.47,-6858.47,1,0,100,5,0.00148175,1.9417e-05
77,-6858.47,-6858.47,1,0,100,5,0.00150225,2.05e-05
78,-6858.47,-6858.47,1,0,100,5,0.00152192,1.9666e-05
79,-6858.49,-6858.49,1,0,100,5,0.00154171,1.9792e-05
80,-6858.49,-6858.49,1,0,100,5,0.00156163,1.9917e-05
81,-6858.49,-6858.49,1,0,100,5,0.00158129,1.9666e-05
82,-6858.49,-6858.49,1,0,100,5,0.00160021,1.8917e-05
83,-6858.49,-6858.49,1,0,100,5,0.00161867,1.8458e-05
84,-6858.49,-6858.49,1,0,100,5,0.00163667,1.8e-05
85,-6858.49,-6858.49,1,0,100,5,0.00165579,1.9125e-05
86,-6858.49,-6858.49,1,0,100,5,0.00167421,1.8417e-05
87,-6858.49,-6858.49,1,0,100,5,0.00169267,1.8458e-05
88,-6858.49,-6858.49,1,0,100,5,0.00171067,1.8e-05
89,-6858.49,-6858.49,1,0,100,5,0.00172854,1.7875e-05
90,-6858.49,-6858.49,1,0,100,5,0.00174679,1.825e-05
91,-6858.49,-6858.49,1,0,100,5,0.00176588,1.9084e-05
92,-6858.49,-6858.49,1,0,100,5,0.00178546,1.9583e-05
93,-6858.49,-6858.49,1,0,100,5,0.00180483,1.9375e-05
94,-6858.49,-6858.49,1,0,100,5,0.00182375,1.8917e-05
95,-6858.59,-6858.59,1,0,100,5,0.00184308,1.9333e-05
96,-6858.6,-6858.6,1,0,100,5,0.00186271,1.9625e-05
97,-6858.6,-6858.6,1,0,100,5,0.001882,1.9292e-05
98,-6858.6,-6858.6,1,0,100,5,0.00190154,1.9541e-05
99,-6858.6,-6858.6,1,0,100,5,0.00192079,1.925e-05
100,-6858.6,-6858.6,1,0,100,5,0.00193975,1.8959e-05
